YEAR,Region,Country,LOC,Block,HYBRID1,Pre,Commercial name,Family relatedness,density,USDA_GROUP,mean_yield,Comment,NEW LOC,NEW Block,,,,,
2016,Late ME7,Portugal,6POR1H,1,DKC6664,EP6214,DKC6664,Female Group 50,95,CLAY,18.67741935,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,DKC6664,EP6214,DKC6664,Female Group 50,110,CLAY,19.35652174,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,DKC6664,EP6214,DKC6664,Female Group 50,110,LOAM,18.93333333,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,DKC6664,EP6214,DKC6664,Female Group 50,125,LOAM,19,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,DKC6728,EI6721,DKC6728,Female Group 60,65,CLAY,19.89,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,DKC6728,EI6721,DKC6728,Female Group 60,80,LOAM,20.23793103,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,DKC6728,EI6721,DKC6728,Female Group 60,95,LOAM,19.62,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,DKC6728,EI6721,DKC6728,Female Group 60,125,LOAM,18.74230769,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,DKC6752,EN6737,DKC6752,Female Group 52,65,CLAY,17.57575758,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,DKC6752,EN6737,DKC6752,Female Group 52,80,CLAY,18.24444444,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,DKC6752,EN6737,DKC6752,Female Group 52,80,LOAM,17.95,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,DKC6752,EN6737,DKC6752,Female Group 52,110,CLAY,18.01714286,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,DKC6752,EN6737,DKC6752,Female Group 52,125,LOAM,19.34242424,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EP6739,EP6739,EP6739,Female Group 61,65,CLAY,17.92580645,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EP6739,EP6739,EP6739,Female Group 61,80,LOAM,18.43793103,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EP6739,EP6739,EP6739,Female Group 61,95,CLAY,16.5862069,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EP6739,EP6739,EP6739,Female Group 61,110,CLAY,16.63,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EP6739,EP6739,EP6739,Female Group 61,125,CLAY,17.66666667,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EP6739,EP6739,EP6739,Female Group 61,125,LOAM,16.92916667,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6314,EQ6314XPY1,EQ6314,Female Group 39,65,CLAY,16.271875,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6314,EQ6314XPY1,EQ6314,Female Group 39,80,CLAY,17.78461538,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6314,EQ6314XPY1,EQ6314,Female Group 39,80,LOAM,17.52380952,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6314,EQ6314XPY1,EQ6314,Female Group 39,95,CLAY,15.8,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6314,EQ6314XPY1,EQ6314,Female Group 39,110,CLAY,15.5,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6314,EQ6314XPY1,EQ6314,Female Group 39,125,LOAM,15.30322581,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6315,EQ6315,EQ6315,Female Group 17,65,CLAY,18.53548387,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6315,EQ6315,EQ6315,Female Group 17,80,CLAY,20.26666667,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6315,EQ6315,EQ6315,Female Group 17,80,LOAM,20.08571429,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6315,EQ6315,EQ6315,Female Group 17,95,CLAY,17.54230769,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6315,EQ6315,EQ6315,Female Group 17,95,LOAM,20.2,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6315,EQ6315,EQ6315,Female Group 17,110,CLAY,18.37931034,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6315,EQ6315,EQ6315,Female Group 17,125,CLAY,19.29090909,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6315,EQ6315,EQ6315,Female Group 17,125,LOAM,19.15,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6423,EQ6423,EQ6423,Female Group 61,65,CLAY,18.56153846,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6423,EQ6423,EQ6423,Female Group 61,80,LOAM,19.8875,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6423,EQ6423,EQ6423,Female Group 61,95,LOAM,19,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6423,EQ6423,EQ6423,Female Group 61,125,CLAY,19.1,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6423,EQ6423,EQ6423,Female Group 61,125,LOAM,19.19166667,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6424,EQ6424,EQ6424,Female Group 55,65,LOAM,18.62222222,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6424,EQ6424,EQ6424,Female Group 55,80,LOAM,20.534375,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6424,EQ6424,EQ6424,Female Group 55,95,CLAY,20.70322581,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6424,EQ6424,EQ6424,Female Group 55,110,CLAY,19.16551724,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6425,EQ6425,EQ6425,Female Group 49,65,CLAY,18.96666667,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6425,EQ6425,EQ6425,Female Group 49,80,CLAY,20.51,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6425,EQ6425,EQ6425,Female Group 49,80,LOAM,20.40434783,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6425,EQ6425,EQ6425,Female Group 49,95,CLAY,18.225,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6425,EQ6425,EQ6425,Female Group 49,110,CLAY,18.91034483,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6425,EQ6425,EQ6425,Female Group 49,125,LOAM,18.14,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6426,EQ6426,EQ6426,Female Group 62,65,LOAM,18.04736842,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6426,EQ6426,EQ6426,Female Group 62,80,LOAM,18.75277778,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6426,EQ6426,EQ6426,Female Group 62,95,LOAM,19.68,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6426,EQ6426,EQ6426,Female Group 62,125,LOAM,16.24642857,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6427,EQ6427,EQ6427,Female Group 56,65,CLAY,19.26666667,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6427,EQ6427,EQ6427,Female Group 56,65,LOAM,18.53928571,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6427,EQ6427,EQ6427,Female Group 56,80,LOAM,19.51724138,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6427,EQ6427,EQ6427,Female Group 56,95,LOAM,19.49375,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6427,EQ6427,EQ6427,Female Group 56,125,CLAY,19.95333333,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6427,EQ6427,EQ6427,Female Group 56,125,LOAM,19.42666667,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6919,EQ6919XPY1,EQ6919,Female Group 54,65,CLAY,18.19583333,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6919,EQ6919XPY1,EQ6919,Female Group 54,65,LOAM,18.225,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6919,EQ6919XPY1,EQ6919,Female Group 54,80,LOAM,19.11111111,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6919,EQ6919XPY1,EQ6919,Female Group 54,95,CLAY,17.77741935,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6919,EQ6919XPY1,EQ6919,Female Group 54,110,CLAY,18.25806452,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6919,EQ6919XPY1,EQ6919,Female Group 54,110,LOAM,17.3875,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ6919,EQ6919XPY1,EQ6919,Female Group 54,125,LOAM,18.55405405,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ7009,EQ7009,EQ7009,Female Group 55,80,LOAM,20.63783784,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ7009,EQ7009,EQ7009,Female Group 55,95,CLAY,19.34,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ7009,EQ7009,EQ7009,Female Group 55,95,LOAM,19.5,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ7009,EQ7009,EQ7009,Female Group 55,110,CLAY,18.79428571,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ7009,EQ7009,EQ7009,Female Group 55,125,CLAY,19.8,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ7009,EQ7009,EQ7009,Female Group 55,125,LOAM,20.76538462,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ7104,EQ7104,EQ7104,Female Group 54,65,CLAY,19.69444444,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ7104,EQ7104,EQ7104,Female Group 54,80,LOAM,20.39090909,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ7104,EQ7104,EQ7104,Female Group 54,110,CLAY,20.45,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,EQ7104,EQ7104,EQ7104,Female Group 54,110,LOAM,18.93448276,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,P1921,P1921,P1921,,65,LOAM,18.09333333,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,P1921,P1921,P1921,,80,LOAM,18.509375,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,P1921,P1921,P1921,,95,CLAY,17.45454545,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,P1921,P1921,P1921,,95,LOAM,17.65882353,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,P1921,P1921,P1921,,110,CLAY,16.39666667,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,P1921,P1921,P1921,,125,CLAY,15.59090909,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1H,1,P1921,P1921,P1921,,125,LOAM,16.24,,6POR1,H1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6050,EN6010,DKC6050,Female Group 39,65,LOAM,18.52926829,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6050,EN6010,DKC6050,Female Group 39,95,LOAM,17.3,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6050,EN6010,DKC6050,Female Group 39,95,SAND,19.05,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6050,EN6010,DKC6050,Female Group 39,110,SAND,18.61875,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6050,EN6010,DKC6050,Female Group 39,125,SAND,18.10238095,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6630,EL6514,DKC6630,Female Group 61,65,LOAM,18.64,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6630,EL6514,DKC6630,Female Group 61,80,SAND,19.678125,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6630,EL6514,DKC6630,Female Group 61,95,SAND,19.16206897,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6630,EL6514,DKC6630,Female Group 61,110,LOAM,19.35625,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6630,EL6514,DKC6630,Female Group 61,125,LOAM,18.80833333,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6630,EL6514,DKC6630,Female Group 61,125,SAND,19.4,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6650,EN6630,DKC6650,Female Group 57,65,LOAM,17.28387097,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6650,EN6630,DKC6650,Female Group 57,80,SAND,19.7,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6650,EN6630,DKC6650,Female Group 57,95,SAND,18.36,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6650,EN6630,DKC6650,Female Group 57,110,LOAM,18.49444444,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6650,EN6630,DKC6650,Female Group 57,110,SAND,17.73571429,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6650,EN6630,DKC6650,Female Group 57,125,SAND,17.35142857,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6664,EP6214,DKC6664,Female Group 50,65,LOAM,19.1483871,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6664,EP6214,DKC6664,Female Group 50,80,SAND,18.57333333,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6664,EP6214,DKC6664,Female Group 50,95,SAND,17.34666667,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6664,EP6214,DKC6664,Female Group 50,110,LOAM,21.00909091,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6664,EP6214,DKC6664,Female Group 50,125,LOAM,17.61428571,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6664,EP6214,DKC6664,Female Group 50,125,SAND,18.79583333,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6728,EI6721,DKC6728,Female Group 60,65,LOAM,18.9483871,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6728,EI6721,DKC6728,Female Group 60,80,LOAM,19.896875,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6728,EI6721,DKC6728,Female Group 60,95,LOAM,19.83571429,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6728,EI6721,DKC6728,Female Group 60,110,LOAM,19.61764706,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6728,EI6721,DKC6728,Female Group 60,125,LOAM,20.11176471,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6752,EN6737,DKC6752,Female Group 52,65,LOAM,18.30606061,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6752,EN6737,DKC6752,Female Group 52,80,LOAM,19.06923077,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6752,EN6737,DKC6752,Female Group 52,95,LOAM,19.22,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6752,EN6737,DKC6752,Female Group 52,110,LOAM,18.6325,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,DKC6752,EN6737,DKC6752,Female Group 52,125,LOAM,17.68,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EP6739,EP6739,EP6739,Female Group 61,65,LOAM,17.82941176,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EP6739,EP6739,EP6739,Female Group 61,95,LOAM,20.39032258,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EP6739,EP6739,EP6739,Female Group 61,110,LOAM,17.903125,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EP6739,EP6739,EP6739,Female Group 61,125,LOAM,17.22222222,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6314,EQ6314XPY1,EQ6314,Female Group 39,65,LOAM,16.16944444,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6314,EQ6314XPY1,EQ6314,Female Group 39,80,LOAM,17.2,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6314,EQ6314XPY1,EQ6314,Female Group 39,80,SAND,18.05,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6314,EQ6314XPY1,EQ6314,Female Group 39,110,LOAM,15.83513514,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6314,EQ6314XPY1,EQ6314,Female Group 39,125,LOAM,14.92631579,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6315,EQ6315,EQ6315,Female Group 17,65,LOAM,14.37428571,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6315,EQ6315,EQ6315,Female Group 17,80,SAND,18.84285714,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6315,EQ6315,EQ6315,Female Group 17,95,SAND,19.0969697,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6315,EQ6315,EQ6315,Female Group 17,110,LOAM,16.55333333,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6315,EQ6315,EQ6315,Female Group 17,110,SAND,18.05294118,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6423,EQ6423,EQ6423,Female Group 61,65,LOAM,17.58421053,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6423,EQ6423,EQ6423,Female Group 61,80,SAND,17.96,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6423,EQ6423,EQ6423,Female Group 61,95,SAND,17.69117647,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6423,EQ6423,EQ6423,Female Group 61,110,LOAM,17.99230769,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6423,EQ6423,EQ6423,Female Group 61,110,SAND,19.225,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6423,EQ6423,EQ6423,Female Group 61,125,SAND,15.84193548,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6424,EQ6424,EQ6424,Female Group 55,65,LOAM,20.19090909,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6424,EQ6424,EQ6424,Female Group 55,80,LOAM,20.97878788,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6424,EQ6424,EQ6424,Female Group 55,95,LOAM,21.87619048,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6424,EQ6424,EQ6424,Female Group 55,95,SAND,21.98888889,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6424,EQ6424,EQ6424,Female Group 55,110,LOAM,20.31818182,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6424,EQ6424,EQ6424,Female Group 55,125,LOAM,19.22702703,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6425,EQ6425,EQ6425,Female Group 49,65,LOAM,17.54545455,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6425,EQ6425,EQ6425,Female Group 49,80,LOAM,19.92972973,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6425,EQ6425,EQ6425,Female Group 49,95,LOAM,20.95714286,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6425,EQ6425,EQ6425,Female Group 49,95,SAND,20.16,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6425,EQ6425,EQ6425,Female Group 49,110,LOAM,18.92857143,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6425,EQ6425,EQ6425,Female Group 49,125,LOAM,18.44444444,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6426,EQ6426,EQ6426,Female Group 62,65,LOAM,18.00606061,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6426,EQ6426,EQ6426,Female Group 62,80,LOAM,20.19428571,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6426,EQ6426,EQ6426,Female Group 62,95,LOAM,19.49333333,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6426,EQ6426,EQ6426,Female Group 62,125,LOAM,19.25294118,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6427,EQ6427,EQ6427,Female Group 56,65,LOAM,17.83243243,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6427,EQ6427,EQ6427,Female Group 56,80,LOAM,19.63823529,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6427,EQ6427,EQ6427,Female Group 56,95,LOAM,20.60416667,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6427,EQ6427,EQ6427,Female Group 56,110,LOAM,17.64054054,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6427,EQ6427,EQ6427,Female Group 56,125,LOAM,16.85142857,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6919,EQ6919XPY1,EQ6919,Female Group 54,65,LOAM,18.95483871,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6919,EQ6919XPY1,EQ6919,Female Group 54,95,LOAM,20.4,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6919,EQ6919XPY1,EQ6919,Female Group 54,110,LOAM,19.07222222,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ6919,EQ6919XPY1,EQ6919,Female Group 54,125,LOAM,19.8,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ7009,EQ7009,EQ7009,Female Group 55,65,LOAM,17.55428571,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ7009,EQ7009,EQ7009,Female Group 55,80,SAND,17.4030303,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ7009,EQ7009,EQ7009,Female Group 55,110,LOAM,16.87142857,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ7009,EQ7009,EQ7009,Female Group 55,110,SAND,17.125,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ7009,EQ7009,EQ7009,Female Group 55,125,SAND,14.80606061,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ7104,EQ7104,EQ7104,Female Group 54,65,LOAM,21.80833333,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ7104,EQ7104,EQ7104,Female Group 54,80,LOAM,20.475,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ7104,EQ7104,EQ7104,Female Group 54,80,SAND,19.63548387,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ7104,EQ7104,EQ7104,Female Group 54,95,SAND,17.85714286,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ7104,EQ7104,EQ7104,Female Group 54,110,LOAM,20.01395349,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,EQ7104,EQ7104,EQ7104,Female Group 54,125,LOAM,14.77619048,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,P1921,P1921,P1921,,65,LOAM,19.26764706,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,P1921,P1921,P1921,,80,SAND,17.95526316,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,P1921,P1921,P1921,,95,SAND,16.403125,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,P1921,P1921,P1921,,110,LOAM,14.53548387,,6POR1,M1,,,,,
2016,Late ME7,Portugal,6POR1M,1,P1921,P1921,P1921,,125,SAND,13.21428571,,6POR1,M1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6050,EN6010,DKC6050,Female Group 39,65,CLAY,15.19700568,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6050,EN6010,DKC6050,Female Group 39,95,CLAY,16.61570588,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6050,EN6010,DKC6050,Female Group 39,110,CLAY,16.72578723,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6650,EN6630,DKC6650,Female Group 57,65,CLAY,13.70281081,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6650,EN6630,DKC6650,Female Group 57,80,CLAY,14.35981553,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6650,EN6630,DKC6650,Female Group 57,95,CLAY,14.11186667,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6650,EN6630,DKC6650,Female Group 57,125,CLAY,14.84733898,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6664,EP6214,DKC6664,Female Group 50,65,CLAY,15.62001667,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6664,EP6214,DKC6664,Female Group 50,80,CLAY,17.17483607,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6664,EP6214,DKC6664,Female Group 50,95,CLAY,18.29277193,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6664,EP6214,DKC6664,Female Group 50,110,CLAY,17.5925625,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6664,EP6214,DKC6664,Female Group 50,125,CLAY,19.39177236,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6728,EI6721,DKC6728,Female Group 60,65,CLAY,14.75668182,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6728,EI6721,DKC6728,Female Group 60,95,CLAY,15.32726984,,6SPA SM,1,,,,,
2016,Late ME7,Spain,6SPA SM,1,DKC6728,EI6721,DKC6728,Female Group 60,110,CLAY,15.5014939,,6SPA SM,1,,,,,
